,Actor name,Gender,Height,Ethnicity,Age at First Release,Success Score,University,Theater,Sports,Birth City,Citizenship,Number of Children,Birth Year,Birth Month,QS University Rank,Ranked Uni,Usable Uni Rank,Specialised Drama School,Specialised Acting School,Specialised Dance School,Specialised Arts School,Birth Region
5260,Vanilla Ice,M,1.88,,23.0,3.909358983962839,Did not go,False,Dance,Dallas,,,1967.0,October,Not Ranked,0,3000,0,0,0,0,Rest of World
5261,Nicole Parker,F,1.67,,29.0,3.909317739422812,Indiana State University,True,No Sports,Irvine California US,,1.0,1978.0,February,1201,1,1201,0,0,0,0,USA
5262,Gemma Jones,F,1.68,English people,53.0,3.9089764132053775,Specialised Drama School,True,No Sports,Marylebone London England,,,1942.0,December,Not Ranked,0,3000,1,0,0,0,United Kingdom
5263,Erik King,M,1.78,African Americans,,3.908729376514097,Did not go,False,No Sports,Washington DC US,,,,,Not Ranked,0,3000,0,0,0,0,USA
5264,Michael Ienna,M,1.74,,19.0,3.9080055460759535,Did not go,False,No Sports,,,,1984.0,May,Not Ranked,0,3000,0,0,0,0,
5265,Eddie Cibrian,M,1.88,Hispanic and Latino Americans,26.0,3.90789635493836,Did not go,False,Football,Burbank California US,,2.0,1973.0,June,Not Ranked,0,3000,0,0,0,0,USA
5266,Harry Dean Stanton,M,1.727,,54.0,3.9074343846402377,University of Kent,True,No Sports,West Irvine Kentucky US,,,1926.0,July,336,1,336,0,0,0,0,USA
5267,Sofia Shinas,F,1.75,,26.0,3.90687235662582,Colorado School of Mines,False,No Sports,Windsor Ontario,,,1968.0,January,465,1,465,0,0,0,0,Rest of World
5268,"Louis Gossett, Jr.",M,1.93,African Americans,46.0,3.90673734106512,Did not go,False,No Sports,Brooklyn New York City US,,2.0,1936.0,May,Not Ranked,0,3000,0,0,0,0,USA
5269,Haluk Bilginer,M,1.74,,46.0,3.906649000586777,Specialised Drama School,False,No Sports,İzmir Turkey,,1.0,1954.0,June,Not Ranked,0,3000,1,0,0,0,Rest of World
5270,Carol Burnett,F,1.689,,49.0,3.905516019863212,California State University - Los Angeles,True,No Sports,San Antonio Texas US,,3.0,1933.0,April,1401,1,1401,0,0,0,0,USA
5271,Cindy Sampson,F,1.7,,28.0,3.9054153653802697,Did not go,False,No Sports,Halifax Nova Scotia Canada,,1.0,1978.0,May,Not Ranked,0,3000,0,0,0,0,Rest of World
5272,Lauren Lee Smith,F,1.78,,26.0,3.9054153653802697,Did not go,False,No Sports,Vancouver British Columbia Canada,,1.0,1980.0,June,Not Ranked,0,3000,0,0,0,0,Rest of World
5273,Nigel Bennett,M,1.85,,47.0,3.905358822801073,Did not go,True,No Sports,Wolverhampton Staffordshire England,,4.0,1949.0,November,Not Ranked,0,3000,0,0,0,0,United Kingdom
5274,Will Patton,M,1.778,,30.0,3.9053384942887512,Did not go,True,No Sports,Charleston South Carolina US,,,1954.0,June,Not Ranked,0,3000,0,0,0,0,USA
5275,Thomas F. Wilson,M,1.91,,26.0,3.903016920892444,Did not go,False,No Sports,Philadelphia Pennsylvania US,,4.0,1959.0,April,Not Ranked,0,3000,0,0,0,0,USA
5276,Patty Hearst,F,1.6,White Americans,36.0,3.902361159174868,"University of California, Berkeley (UCB)",False,No Sports,San Francisco California US,,2.0,1954.0,February,10,1,10,0,0,0,0,USA
5277,Brittany Oaks,F,1.55,,10.0,3.901810157398202,Did not go,False,No Sports,,,,1993.0,October,Not Ranked,0,3000,0,0,0,0,
5278,Jonathan Cake,M,1.905,,40.0,3.9014647086679135,Did not go,True,Dance,Worthing West Sussex England,,2.0,1967.0,August,Not Ranked,0,3000,0,0,0,0,USA
5279,Scott A. Martin,M,1.88,,44.0,3.90114175521544,Did not go,False,No Sports,,,,1967.0,February,Not Ranked,0,3000,0,0,0,0,
5280,Jaime Pressly,F,1.65,,20.0,3.899667596599691,Did not go,False,Dance,Kinston North Carolina US,,3.0,1977.0,July,Not Ranked,0,3000,0,0,0,0,USA
5281,Beverly Johnson,F,1.75,African Americans,49.0,3.8992666915972585,Northeastern University,False,No Sports,Buffalo New York US,,1.0,1952.0,October,375,1,375,0,0,0,0,USA
5282,Jamie Lynn Spears,F,1.638,,10.0,3.8992666915972585,Did not go,False,Basketball,McComb Mississippi US,,2.0,1991.0,April,Not Ranked,0,3000,0,0,0,0,USA
5283,Laura Breckenridge,F,1.57,,22.0,3.898454038677233,Princeton University,True,Ballet,Flourtown Pennsylvania US,,2.0,1983.0,August,17,1,17,0,0,0,0,USA
5284,Mark McKinney,M,1.8,,39.0,3.8983466638631614,Memorial University of Newfoundland,True,Soccer,Ottawa Ontario Canada,,2.0,1959.0,June,641,1,641,0,0,0,0,Rest of World
5285,Bo Diddley,M,1.7,African Americans,54.0,3.8983244517092617,Did not go,False,No Sports,McComb Mississippi,,,1928.0,December,Not Ranked,0,3000,0,0,0,0,Rest of World
5286,Toni Trucks,F,1.67,,,3.8978572470553567,Did not go,False,No Sports,,,,1980.0,September,Not Ranked,0,3000,0,0,0,0,
5287,Wallace Langham,M,1.772,,,3.8978572470553567,Did not go,False,No Sports,Fort Worth Texas US,,2.0,1965.0,March,Not Ranked,0,3000,0,0,0,0,USA
5288,Deborah Ann Woll,F,1.78,,,3.8978572470553567,University of Southern California,True,No Sports,New York City US,,,1985.0,February,116,1,116,0,0,0,0,USA
5289,Barrett Perlman,F,1.6002,,,3.8978572470553567,Did not go,False,No Sports,,,,,,Not Ranked,0,3000,0,0,0,0,
5290,Brian J. White,M,1.88,African Americans,30.0,3.897585872725736,Did not go,False,Basketball,Boston Massachusetts US,,1.0,1975.0,April,Not Ranked,0,3000,0,0,0,0,USA
5291,Tina Yothers,F,1.67,,8.0,3.897169048702778,Did not go,True,No Sports,Whittier California US1,,,1973.0,May,Not Ranked,0,3000,0,0,0,0,USA
5292,Tracey Gold,F,1.61,,12.0,3.897169048702778,Did not go,False,Dance,New York City NY US,,4.0,1969.0,May,Not Ranked,0,3000,0,0,0,0,USA
5293,Victoria Jackson,F,1.68,,28.0,3.89398193520361,Auburn University,True,No Sports,Miami Florida US,,2.0,1959.0,August,801,1,801,0,0,0,0,USA
5294,Nicholas Hammond,M,1.82,,55.0,3.893619742408338,Princeton University,False,Football,Washington DC US,,,1950.0,May,17,1,17,0,0,0,0,USA
5295,Ebon Moss-Bachrach,M,1.85,,26.0,3.893619742408338,Columbia University,True,No Sports,Staten Island New York City US,,2.0,1978.0,August,23,1,23,0,0,0,0,USA
5296,Ian Bliss,M,1.82,,,3.893619742408338,Specialised Drama School,True,No Sports,Sydney New South Wales Australia,,2.0,,,Not Ranked,0,3000,1,0,0,0,USA
5297,Suzy Amis,F,1.72,,23.0,3.892350751220497,Did not go,False,No Sports,Oklahoma City Oklahoma US,,4.0,1962.0,January,Not Ranked,0,3000,0,0,0,0,USA
5298,Ayanna Berkshire,F,1.67,,30.0,3.89198333385152,Did not go,False,No Sports,,,,,,Not Ranked,0,3000,0,0,0,0,
5299,Elden Henson,M,1.75,,15.0,3.891769398460336,Did not go,True,Baseball,Rockville Maryland US,,1.0,1977.0,August,Not Ranked,0,3000,0,0,0,0,USA
5300,Tommy Chong,M,1.85,Canadian Americans,44.0,3.890691507852607,Did not go,False,No Sports,Edmonton,,6.0,1938.0,May,Not Ranked,0,3000,0,0,0,0,Rest of World
5301,Noah Wyle,M,1.85,Jewish people,21.0,3.89050349084574,Did not go,True,No Sports,Los Angeles California US,,3.0,1971.0,June,Not Ranked,0,3000,0,0,0,0,USA
5302,Deborah Shelton,F,1.72,,35.0,3.890104335929768,Did not go,False,No Sports,Washington DC US,,,1948.0,November,Not Ranked,0,3000,0,0,0,0,USA
5303,Kirsten Prout,F,1.63,,14.0,3.889197043388971,Did not go,False,No Sports,Vancouver British Columbia Canada,Canada US,,1990.0,September,Not Ranked,0,3000,0,0,0,0,Rest of World
5304,Diane Mizota,F,1.67,Japanese Americans,36.0,3.888973710598248,Did not go,False,Dance,Los Angeles California US,,,1973.0,September,Not Ranked,0,3000,0,0,0,0,USA
5305,Anna Nicole Smith,F,1.8,White Americans,26.0,3.88845713109715,Colorado School of Mines,False,No Sports,Houston Texas US,,2.0,1967.0,November,465,1,465,0,0,0,0,USA
5306,Gareth Williams,M,1.8,,,3.887453130344142,Did not go,False,No Sports,,,,,,Not Ranked,0,3000,0,0,0,0,
5307,Britt Ekland,F,1.65,Swedes,46.0,3.8869120290824526,Did not go,True,Dance,Stockholm Sweden,,3.0,1942.0,October,Not Ranked,0,3000,0,0,0,0,Europe
5308,Mike O%27Malley,M,1.78,Irish Americans,31.0,3.886798011975676,University of New Hampshire,True,No Sports,Boston Massachusetts US,,3.0,1966.0,October,1001,1,1001,0,0,0,0,USA
5309,Skyler Samuels,F,1.62,,15.0,3.886357628279359,Stanford University,False,No Sports,Los Angeles California US,,1.0,1994.0,April,5,1,5,0,0,0,0,USA
5310,Stephen J. Cannell,M,1.85,,51.0,3.886302891213648,University of Oregon,False,No Sports,Los Angeles California US,,4.0,1941.0,February,721,1,721,0,0,0,0,USA
5311,Vicki Lewis,F,1.562,,37.0,3.88565719071232,Did not go,True,No Sports,Cincinnati Ohio US,,,1960.0,March,Not Ranked,0,3000,0,0,0,0,USA
5312,Robin Tunney,F,1.62,Irish Americans,19.0,3.8854256979187887,Did not go,False,No Sports,Chicago Illinois US,,2.0,1972.0,June,Not Ranked,0,3000,0,0,0,0,USA
5313,Quinn Lord,M,1.32,,8.0,3.884874753986225,Did not go,False,No Sports,Vancouver British Columbia Canada,,,1999.0,February,Not Ranked,0,3000,0,0,0,0,Rest of World
5314,Daniel McDonald,M,1.85,,37.0,3.8845744132946383,Did not go,False,No Sports,,,,1960.0,July,Not Ranked,0,3000,0,0,0,0,
5315,Sarah Thompson,F,1.651,,17.0,3.8845744132946383,Did not go,False,No Sports,,,,1979.0,October,Not Ranked,0,3000,0,0,0,0,
5316,Jon Foster,M,1.82,Jewish people,16.0,3.884383668761049,Did not go,False,No Sports,Boston Massachusetts US,,2.0,1984.0,August,Not Ranked,0,3000,0,0,0,0,USA
5317,Michael Keaton,M,1.78,Scottish Americans,34.0,3.883981530564785,Kent State University,False,No Sports,Kennedy Township Pennsylvania US,,,1951.0,September,1001,1,1001,0,0,0,0,USA
5318,Eric Roberts,M,1.78,,27.0,3.883966251446461,Did not go,False,Martial arts,Biloxi Mississippi US,,,1956.0,April,Not Ranked,0,3000,0,0,0,0,USA
5319,Georgia Slowe,F,1.6,Jewish people,18.0,3.8833143041119342,Did not go,True,No Sports,London England,,2.0,1966.0,June,Not Ranked,0,3000,0,0,0,0,United Kingdom
5320,Vanessa Ferlito,F,1.676,Italian Americans,23.0,3.882757570517687,Did not go,False,No Sports,"Brooklyn , New York US",,1.0,1980.0,December,Not Ranked,0,3000,0,0,0,0,USA
5321,Ian Fraser Kilmister,M,1.78,,44.0,3.8824032911033592,Did not go,False,No Sports,Burslem StokeonTrent Staffordshire England,,2.0,1945.0,December,Not Ranked,0,3000,0,0,0,0,United Kingdom
5322,Allisyn Ashley Arm,F,1.42,,8.0,3.8821476118771048,Did not go,True,No Sports,Glendale California US,,,1996.0,April,Not Ranked,0,3000,0,0,0,0,USA
5323,Adriano Giannini,M,1.8,,30.0,3.881513394191572,Did not go,False,No Sports,Rome Italy,,,1971.0,December,Not Ranked,0,3000,0,0,0,0,Europe
5324,Shelley Duvall,F,1.727,,30.0,3.881257267280128,Specialised Acting School,True,No Sports,Fort Worth Texas US,,,1949.0,July,Not Ranked,0,3000,0,1,0,0,USA
5325,Karimah Westbrook,F,1.7,,33.0,3.8804279848473713,Did not go,False,Dance,Chicago Illinois US,,,1978.0,October,Not Ranked,0,3000,0,0,0,0,USA
5326,Melvyn Hayes,M,1.6,White British,50.0,3.8802415072019145,Did not go,False,No Sports,Wandsworth London England,,8.0,1935.0,January,Not Ranked,0,3000,0,0,0,0,United Kingdom
5327,Judy Cornwell,F,1.6,,45.0,3.8802415072019145,Did not go,False,No Sports,Hammersmith London England,,1.0,1940.0,February,Not Ranked,0,3000,0,0,0,0,United Kingdom
5328,Valarie Pettiford,F,1.75,,41.0,3.8797648638016993,Did not go,False,Dance,New York City US,,,1960.0,July,Not Ranked,0,3000,0,0,0,0,USA
5329,Raymond Burr,M,1.83,Scottish Americans,65.0,3.879498921514848,Did not go,True,No Sports,New Westminster British Columbia Canada,,,1917.0,May,Not Ranked,0,3000,0,0,0,0,Rest of World
5330,Benjamin Salisbury,M,1.7018,,11.0,3.879148838594676,Did not go,False,Dance,Minneapolis Minnesota US,,3.0,1980.0,October,Not Ranked,0,3000,0,0,0,0,USA
5331,Emma Heming,F,1.78,British,28.0,3.87893584252407,Did not go,False,No Sports,Malta,,2.0,1978.0,June,Not Ranked,0,3000,0,0,0,0,Rest of World
5332,Kate Mara,F,1.6,Italian Americans,16.0,3.878841008701394,Did not go,True,Football,Bedford New York US,,2.0,1983.0,February,Not Ranked,0,3000,0,0,0,0,USA
5333,Summer Bishil,F,1.6,,20.0,3.878620683910261,Did not go,False,No Sports,Pasadena California US,,,1988.0,July,Not Ranked,0,3000,0,0,0,0,USA
5334,Matt Bush,M,1.63,,26.0,3.878490495843849,Did not go,False,No Sports,,,,1986.0,March,Not Ranked,0,3000,0,0,0,0,
5335,Jason Barry,M,1.82,,24.0,3.878360237310874,Did not go,False,No Sports,Artane Dublin Ireland,,2.0,1972.0,December,Not Ranked,0,3000,0,0,0,0,United Kingdom
5336,Eva Amurri,F,1.78,Italian Americans,10.0,3.877954920505949,Brown University,False,No Sports,New York City US,,3.0,1985.0,March,73,1,73,0,0,0,0,USA
5337,Lori Loughlin,F,1.68,,18.0,3.8769203484509234,Did not go,False,Dance,New York City US,,2.0,1964.0,July,Not Ranked,0,3000,0,0,0,0,USA
5338,Antoni Corone,M,1.78,,,3.876075460582672,Did not go,False,No Sports,Willoughby Ohio US,,,,,Not Ranked,0,3000,0,0,0,0,USA
5339,Will Arnett,M,1.892,,35.0,3.876072130804842,Did not go,True,No Sports,Toronto Ontario Canada,CanadaUnited States,3.0,1970.0,May,Not Ranked,0,3000,0,0,0,0,Rest of World
5340,Jan-Michael Vincent,M,1.79,,53.0,3.874255448206482,Did not go,False,No Sports,Denver Colorado US,,1.0,1944.0,July,Not Ranked,0,3000,0,0,0,0,USA
5341,Anneliese Van Der Pol,F,1.63,Jewish people,25.0,3.874207423938095,Did not go,True,Track,Naaldwijk Netherlands12,NetherlandsUnited States,,1984.0,September,Not Ranked,0,3000,0,0,0,0,Europe
5342,Marcelle Baer,F,1.7,,,3.874207423938095,Did not go,False,No Sports,,,,,,Not Ranked,0,3000,0,0,0,0,
5343,Emily Brobst,F,1.47,,25.0,3.874207423938095,Did not go,False,No Sports,,,,1984.0,October,Not Ranked,0,3000,0,0,0,0,
5344,Richard Griffiths,M,1.753,English people,36.0,3.874183538182968,Specialised Drama School,True,Ballet,ThornabyonTees North Riding of Yorkshire England,,,1947.0,July,Not Ranked,0,3000,1,0,0,0,United Kingdom
5345,Tara Fitzgerald,F,1.651,English people,27.0,3.874061195731912,Did not go,True,No Sports,Cuckfield Sussex England,,,1967.0,September,Not Ranked,0,3000,0,0,0,0,USA
5346,Cameron Mathison,M,1.88,,29.0,3.873509471983269,McGill University,False,No Sports,Sarnia Ontario Canada,,2.0,1969.0,August,30,1,30,0,0,0,0,Rest of World
5347,Adam Carolla,M,1.88,Italian Americans,35.0,3.871920989885216,Did not go,True,Football,Los Angeles County California US,,2.0,1964.0,May,Not Ranked,0,3000,0,0,0,0,USA
5348,Adam Lavorgna,M,1.8,,15.0,3.8693744572577256,Did not go,False,No Sports,New Haven Connecticut US,,,1981.0,March,Not Ranked,0,3000,0,0,0,0,USA
5349,John Marshall Jones,M,1.9,,33.0,3.868658123597112,Did not go,False,No Sports,,,,1962.0,August,Not Ranked,0,3000,0,0,0,0,
5350,Ashley Leggat,F,1.71,,17.0,3.868340248938667,Did not go,True,No Sports,Hamilton Ontario Canada,,3.0,1986.0,September,Not Ranked,0,3000,0,0,0,0,Rest of World
5351,Tom McCamus,M,1.778,,48.0,3.868340248938667,Did not go,True,No Sports,Winnipeg Manitoba Canada,,,1955.0,July,Not Ranked,0,3000,0,0,0,0,Rest of World
5352,Mark Valley,M,1.803,,33.0,3.868276067521167,sub 1500 school,False,No Sports,Ogdensburg New York US,,1.0,1964.0,December,Not Ranked,0,3000,0,0,0,0,USA
5353,Tom Brady,M,1.93,White Americans,26.0,3.8678088040268426,Did not go,False,Football,San Mateo California,,,1977.0,August,Not Ranked,0,3000,0,0,0,0,Rest of World
5354,Maxwell Caulfield,M,1.82,,22.0,3.8674886790524106,Did not go,True,Dance,Belper Derbyshire England,,,1959.0,November,Not Ranked,0,3000,0,0,0,0,United Kingdom
5355,Kim Delaney,F,1.702,Irish Americans,24.0,3.866571538151765,sub 1500 school,False,No Sports,Philadelphia Pennsylvania US,,1.0,1961.0,November,Not Ranked,0,3000,0,0,0,0,USA
5356,Scott Cohen,M,1.85,Jewish people,30.0,3.866022477212597,Did not go,False,No Sports,,,,1961.0,December,Not Ranked,0,3000,0,0,0,0,
5357,"Desi Arnaz, Jr.",M,1.8,,39.0,3.866022477212597,Did not go,False,No Sports,Los Angeles California US,,2.0,1953.0,January,Not Ranked,0,3000,0,0,0,0,USA
5358,Maruschka Detmers,F,1.7,,29.0,3.866022477212597,Colorado School of Mines,False,No Sports,,,,1962.0,December,465,1,465,0,0,0,0,
5359,Rae Dawn Chong,F,1.72,Black Canadians,23.0,3.865956653355854,Did not go,False,No Sports,Edmonton Alberta Canada,,1.0,1961.0,February,Not Ranked,0,3000,0,0,0,0,Rest of World
5360,Cork Hubbert,M,1.49,,33.0,3.865134175724511,Did not go,False,No Sports,Pendleton Oregon US,,,1952.0,July,Not Ranked,0,3000,0,0,0,0,USA
5361,Kiran Shah,M,1.262,,28.0,3.865134175724511,Did not go,False,No Sports,Nairobi Kenya,,,1956.0,September,Not Ranked,0,3000,0,0,0,0,Rest of World
5362,Harry Belafonte,M,1.82,,68.0,3.864761592429992,National University of Kyiv-Mohyla Academy (NaUKMA),True,No Sports,New York City US,,4.0,1927.0,March,1001,1,1001,0,0,0,0,USA
5363,Mark-Paul Gosselaar,M,1.83,Indonesian Americans,24.0,3.864376739045853,Did not go,True,No Sports,Los Angeles California US,,4.0,1974.0,March,Not Ranked,0,3000,0,0,0,0,USA
5364,Karyn Parsons,F,1.7,Canadian Americans,25.0,3.8641645398967217,Did not go,False,No Sports,Los Angeles California US,,2.0,1966.0,October,Not Ranked,0,3000,0,0,0,0,USA
5365,J. Trevor Edmond,M,1.75,,25.0,3.864028811829243,Did not go,False,No Sports,Encino California US,,,1969.0,September,Not Ranked,0,3000,0,0,0,0,USA
5366,Justin Timberlake,M,1.85,English Americans,25.0,3.863344900901053,Did not go,False,No Sports,Memphis Tennessee US,,2.0,1981.0,January,Not Ranked,0,3000,0,0,0,0,USA
5367,Lori Heuring,F,1.7,,27.0,3.862297973030084,Did not go,False,No Sports,Panama City Panama,,,1973.0,April,Not Ranked,0,3000,0,0,0,0,Rest of World
5368,Dick Shawn,M,1.82,,63.0,3.8620291219548686,Did not go,True,Dance,Buffalo New York US,,4.0,1923.0,December,Not Ranked,0,3000,0,0,0,0,USA
5369,Kim Murphy,F,1.65,,20.0,3.8615373930894568,Did not go,False,No Sports,,,,1974.0,February,Not Ranked,0,3000,0,0,0,0,
5370,Tom Skerritt,M,1.83,,50.0,3.861214304482893,Wayne State University,False,Ballet,Detroit Michigan US,,5.0,1933.0,August,751,1,751,0,0,0,0,USA
5371,Matthew Perry,M,1.83,Canadian Americans,27.0,3.860200899416554,Did not go,False,Tennis,Williamstown Massachusetts US,United StatesCanada,,1969.0,August,Not Ranked,0,3000,0,0,0,0,USA
5372,Beatie Edney,F,1.68,,37.0,3.86003964131514,Did not go,True,No Sports,London England UK,,,1962.0,October,Not Ranked,0,3000,0,0,0,0,United Kingdom
5373,Mario Brega,M,1.89,Italians,61.0,3.858621300145701,Did not go,False,No Sports,Rome Kingdom of Italy,,,1923.0,March,Not Ranked,0,3000,0,0,0,0,Europe
5374,Lucy Lawless,F,1.77,,34.0,3.857306108668016,Did not go,False,No Sports,Mount Albert AucklandNew Zealand,,3.0,1968.0,March,Not Ranked,0,3000,0,0,0,0,Rest of World
5375,Loren Dean,M,1.803,,21.0,3.8572670159378326,Did not go,True,No Sports,Las Vegas Nevada US,,,1969.0,July,Not Ranked,0,3000,0,0,0,0,USA
5376,Sophia Myles,F,1.676,,21.0,3.856704356214229,Specialised Arts School,False,No Sports,Hammersmith London England United Kingdom,,1.0,1980.0,March,Not Ranked,0,3000,0,0,0,1,United Kingdom
5377,Shawn Christian,M,1.82,,42.0,3.856507928690303,Did not go,False,No Sports,Grand Rapids Michigan US,,1.0,1965.0,December,Not Ranked,0,3000,0,0,0,0,USA
5378,Doug Jones,M,1.92,,33.0,3.855952700909965,Did not go,False,No Sports,,,,1960.0,May,Not Ranked,0,3000,0,0,0,0,
5379,Jerry Springer,M,1.816,,54.0,3.855367831400815,Northwestern University,False,No Sports,Highgate Middlesex England,,1.0,1944.0,February,47,1,47,0,0,0,0,United Kingdom
5380,Armin Shimerman,M,1.664,,36.0,3.8545375197492846,Did not go,True,No Sports,Lakewood New Jersey US,,,1949.0,November,Not Ranked,0,3000,0,0,0,0,USA
5381,Angel Tompkins,F,1.7,,43.0,3.854192443674116,Did not go,False,No Sports,,,,1942.0,December,Not Ranked,0,3000,0,0,0,0,
5382,Matt Craven,M,1.77,,33.0,3.85409884227037,Did not go,False,No Sports,Port Colborne Ontario Canada,,2.0,1956.0,November,Not Ranked,0,3000,0,0,0,0,Rest of World
5383,Jewel Staite,F,1.66,Irish Canadians,14.0,3.8532569475938687,Did not go,True,No Sports,White Rock British Columbia Canada,,1.0,1982.0,June,Not Ranked,0,3000,0,0,0,0,Rest of World
5384,J. Larose,M,1.83,,,3.8526208162625313,Did not go,False,No Sports,,,,,,Not Ranked,0,3000,0,0,0,0,
5385,Hart Bochner,M,1.85,Jewish people,27.0,3.851829376418783,Did not go,False,No Sports,Toronto Ontario Canada,,,1956.0,October,Not Ranked,0,3000,0,0,0,0,Rest of World
5386,Kristen Johnston,F,1.829,English Americans,31.0,3.851260282871152,New York University (NYU),True,No Sports,Washington DC US,,,1967.0,September,38,1,38,0,0,0,0,USA
5387,John Huston,M,1.88,,76.0,3.8512122611646618,Did not go,False,Ballet,Nevada Missouri US,"United States until 1964 19781987citation needed, Ireland 19641978",5.0,1906.0,August,Not Ranked,0,3000,0,0,0,0,USA
5388,Wes Bentley,M,1.797,,21.0,3.8495596536759096,Specialised Music School,False,No Sports,Jonesboro Arkansas US,,2.0,1978.0,September,Not Ranked,0,3000,0,0,0,0,USA
5389,Lisa Hartman,F,1.62,White people,25.0,3.8495274195651006,Did not go,False,Track,Houston Texas US,,1.0,1956.0,June,Not Ranked,0,3000,0,0,0,0,USA
5390,Ed Asner,M,1.7,,62.0,3.849408285855277,University of Chicago,False,No Sports,Kansas City Missouri US,,4.0,1929.0,November,11,1,11,0,0,0,0,USA
5391,Tammy Lauren,F,1.62,,11.0,3.849327977245276,Did not go,False,No Sports,San Diego California US,,,1968.0,November,Not Ranked,0,3000,0,0,0,0,USA
5392,Harvey Keitel,M,1.71,Polish Americans,42.0,3.8490400468632906,Did not go,False,No Sports,New York City US,,3.0,1939.0,May,Not Ranked,0,3000,0,0,0,0,USA
5393,Don Stroud,M,1.88,,42.0,3.848688109597044,Did not go,False,Martial arts,Honolulu Hawaii,,,1943.0,September,Not Ranked,0,3000,0,0,0,0,Rest of World
5394,Teagan Clive,F,1.7272,,27.0,3.848688109597044,Did not go,False,Baseball,United States,,,,,Not Ranked,0,3000,0,0,0,0,USA
5395,Willem Dafoe,M,1.78,,25.0,3.847970299263112,Did not go,True,No Sports,Appleton Wisconsin US,"United States, Italy",1.0,1955.0,July,Not Ranked,0,3000,0,0,0,0,USA
5396,Diana Krall,F,1.72,,38.0,3.84794595820242,Did not go,False,Track,Nanaimo,,,1964.0,November,Not Ranked,0,3000,0,0,0,0,Rest of World
5397,Garrett Morris,M,1.73,African Americans,,3.8475488381545713,Specialised Music School,True,No Sports,New Orleans Louisiana US,,,1937.0,February,Not Ranked,0,3000,0,0,0,0,USA
5398,Bill Duke,M,1.93,African Americans,42.0,3.847489142568151,Boston University,False,Dance,Poughkeepsie New York US,,,1943.0,February,93,1,93,0,0,0,0,USA
5399,Dave Power,M,1.9,,21.0,3.847339084174696,Did not go,False,No Sports,,,,1978.0,April,Not Ranked,0,3000,0,0,0,0,
5400,Shawn Ashmore,M,1.8,,26.0,3.847260066188716,Did not go,False,No Sports,Richmond British Columbia Canada,,1.0,1979.0,October,Not Ranked,0,3000,0,0,0,0,Rest of World
5401,Michael Gambon,M,1.83,British,50.0,3.8465713020747128,Specialised Acting School,True,No Sports,Cabra Dublin Ireland,IrelandUnited Kingdom,3.0,1940.0,October,Not Ranked,0,3000,0,1,0,0,United Kingdom
5402,Craig Horner,M,1.8,,23.0,3.846548058395161,sub 1500 school,False,No Sports,Brisbane Queensland Australia,,,1983.0,January,Not Ranked,0,3000,0,0,0,0,USA
5403,Glen Jacobs,M,2.13,,39.0,3.846548058395161,sub 1500 school,False,Football, Spain,American,2.0,1967.0,April,Not Ranked,0,3000,0,0,0,0,Europe
5404,Rachael Leigh Cook,F,1.57,Italian Americans,15.0,3.8462496894269993,Did not go,False,No Sports,Minneapolis Minnesota US,,2.0,1979.0,October,Not Ranked,0,3000,0,0,0,0,USA
5405,Susan Anton,F,1.803,,33.0,3.8451637287483833,sub 1500 school,True,No Sports,,,,1950.0,October,Not Ranked,0,3000,0,0,0,0,
5406,Telly Savalas,M,1.78,Greek Americans,62.0,3.8451637287483833,Did not go,False,Swimming,Garden City New York US,,6.0,1922.0,January,Not Ranked,0,3000,0,0,0,0,USA
5407,Frank Sinatra,M,1.715,Italian Americans,68.0,3.8451637287483833,Did not go,False,No Sports,Hoboken New Jersey US,,,1915.0,December,Not Ranked,0,3000,0,0,0,0,USA
5408,James Marsters,M,1.75,,37.0,3.845048333211048,Specialised Music School,True,No Sports,Greenville California US,,2.0,1962.0,August,Not Ranked,0,3000,0,0,0,0,USA
5409,Andrew Stevens,M,1.7,,27.0,3.84495711416101,Did not go,False,Tennis,Memphis Tennessee US,,3.0,1955.0,June,Not Ranked,0,3000,0,0,0,0,USA
5410,Ola Ray,F,1.57,African Americans,22.0,3.84495711416101,Did not go,False,No Sports,St Louis Missouri US,,,1960.0,August,Not Ranked,0,3000,0,0,0,0,USA
5411,Jeana Tomasino,F,1.7,,27.0,3.84495711416101,Did not go,False,No Sports,Milwaukee Wisconsin1,,3.0,1955.0,September,Not Ranked,0,3000,0,0,0,0,Rest of World
5412,Adrian Martinez,M,1.72,,,3.844303648305848,Did not go,False,No Sports,,,,,,Not Ranked,0,3000,0,0,0,0,
5413,Warren Oates,M,1.82,,52.0,3.8440165778393816,Did not go,True,Track,Depoy Kentucky US,,4.0,1928.0,July,Not Ranked,0,3000,0,0,0,0,USA
5414,Burt Lancaster,M,1.88,,69.0,3.84395682553747,Specialised Acting School,False,Basketball,New York City US,,5.0,1913.0,November,Not Ranked,0,3000,0,1,0,0,USA
5415,Solange Knowles,F,1.72,African Americans,17.0,3.843556840655741,Did not go,True,Dance,Houston Texas US,,1.0,1986.0,June,Not Ranked,0,3000,0,0,0,0,USA
5416,Big Boi,M,1.676,African Americans,31.0,3.8418833574334497,Did not go,False,No Sports,Savannah Georgia,,2.0,1975.0,February,Not Ranked,0,3000,0,0,0,0,Rest of World
5417,Embeth Davidtz,F,1.73,French Americans,27.0,3.840882436151687,Rhodes University ,False,No Sports,Lafayette Indiana US,,2.0,1965.0,August,901,1,901,0,0,0,0,USA
