Actor name,Actor date of birth,Actor gender,Actor height,Actor ethnicity,Actor age at movie release,Actor Score Index
jamie_noel,1986-12-04,F,,,25.0,4.020129421254222
ronnie_gene_blevins,1977-06-20,M,,,35.0,4.020129421254222
jim_goetz,,M,,,,4.01982554933122
joel_grey,1932-04-11,M,1.651,,68.0,4.019489430584327
danny_bolero,,,,,,4.018880199222166
travis_schuldt,1974-09-18,M,,,32.0,4.018880199222166
yara_martinez,,,,,,4.018880199222166
skip_o'brien,,,,,,4.018880199222166
roger_l._jackson,1956-08-29,M,,,40.0,4.018116818666597
myleene_klass,1978-04-06,F,1.638,/m/04lgl9t,30.0,4.017937430857361
matt_mckenna,,M,,,,4.017937430857361
robin_walsh,,F,,,,4.017937430857361
paul_vogt,1964-12-16,M,,,43.0,4.017937430857361
david_brown,,M,,,,4.017768705383352
norman_fell,1924-03-24,M,,,60.0,4.017481689597219
christopher_maher,1955,M,,,29.0,4.017309537718513
ed_harris,1950-11-28,M,1.75,,32.0,4.017294084961335
darielle_gilad,1982-12-01,F,,,16.0,4.016866789823374
christopher_wynkoop,1943-12-07,M,,,55.0,4.016866789823374
lucia_grillo,,F,,,,4.016866789823374
ken_garito,1968-12-27,M,,,30.0,4.016866789823374
james_reno,,M,,,,4.016866789823374
peter_epstein,,M,,,,4.016866789823374
jill_stokesberry,1967-12-14,F,,,31.0,4.016866789823374
rhys_coiro,1979-03-12,M,,,29.0,4.0167528766916005
dallas_page,1956-04-05,M,,,44.0,4.0166457014714805
dabney_coleman,1932-01-03,M,1.85,,49.0,4.016464417076148
lee_grant,1925-10-31,F,,/m/041rx,58.0,4.016299036627592
china_chow,1974-04-01,F,1.57,/m/04mmhj,24.0,4.016132276198459
david_proval,1942-05-20,M,1.69,/m/041rx,47.0,4.016105454756229
joan_pringle,1945-06-02,F,,/m/0x67,56.0,4.016015340333315
fernando_torre_laphan,,,,,,4.016015340333315
mario_iván_martínez,,M,,,,4.016015340333315
harry_porter,,M,,,,4.016015340333315
cordelia_richards,,,,,,4.016015340333315
shaula_vega,,F,,,,4.016015340333315
bob_elliott,1923-03-26,M,,,67.0,4.016011916569395
dale_grand,,,,,,4.016011916569395
kimberleigh_aarn,,F,,,,4.016011916569395
tony_amendola,,M,,,,4.0157084324854315
john_byner,1938-06-28,M,,,46.0,4.015683777433885
steven_ritchie,,M,,,,4.0153902853808745
mark_dellagrotte,1974-11-14,M,,,37.0,4.0153902853808745
charice_pempengco,1992-05-10,F,1.5,,20.0,4.0153902853808745
melissa_peterman,1971-07-01,F,1.78,,41.0,4.0153902853808745
germaine_de_leon,,M,,,,4.0153902853808745
nicholas_r._grava,,M,,,,4.0153902853808745
jonathan_michael_trautmann,,M,,,,4.0153902853808745
philippe_stella,,M,,,,4.0153902853808745
yuki_shimoda,1921-08-10,M,,/m/0cn68,58.0,4.015150644737808
becca_gardner,1990,F,,,15.0,4.015086670128458
jason_diablo,,M,,,,4.015086670128458
steve_holladay,,,,,,4.014819590920942
ric_roman_waugh,1968-02-20,M,,,23.0,4.014819590920942
craig_benton,,,,,,4.014819590920942
dom_magwili,,,,,,4.014819590920942
george_de_la_peña,1955,M,,,37.0,4.014819590920942
clarke_coleman,,,,,,4.014819590920942
jonathan_malen,1987-10-23,M,,,19.0,4.014438036808978
dana_kimmell,1959-05-21,F,1.62,,23.0,4.0139240788176895
leon_isaac_kennedy,1949-01-01,M,1.91,,34.0,4.0139240788176895
jorge_cervera_jr.,,M,,,,4.0139240788176895
kay_epperson,,F,,,,4.013909263619899
richard_robichaux,,M,,,,4.013909263619899
merrilee_mccommas,1971-01-24,F,,,40.0,4.013909263619899
veronica_orosco,1977-12,F,,,,4.013909263619899
ira_bounds,,M,,,,4.013909263619899
mathew_greer,,M,,,,4.013909263619899
chris_humphrey,,F,,,,4.013909263619899
marjorie_dome,,F,,,,4.013909263619899
tommy_g._kendrick,,M,,,,4.013909263619899
dale_dudley,1961-08-15,M,,,49.0,4.013909263619899
jack_payne,,M,,,,4.013909263619899
larry_jack_dotson,1953-12-24,M,,,57.0,4.013909263619899
patty_allieri,,F,,,,4.013909263619899
ann_reeves,,F,,,,4.013909263619899
tim_cariker,,M,,,,4.013909263619899
fern_luker,,F,,,,4.013909263619899
christian_stokes,,M,1.8796,/m/02ctzb,,4.013909263619899
griffin_o'neal,1964-10-28,M,,,21.0,4.013809623795267
lloyd_berry,,M,,,,4.013809623795267
leah_pinsent,1968-09-20,F,,,17.0,4.013809623795267
mike_nomad,,,,,,4.013809623795267
deborah_goodrich,1958,F,,,28.0,4.013809623795267
jay_baker,1961-04-12,M,,,24.0,4.013809623795267
george_w._scott,,M,,,,4.013791312060943
david_alford,1964-12-20,M,,,36.0,4.013791312060943
maurice_bullard,,M,,,,4.013791312060943
steve_burton,1970-06-28,M,,,31.0,4.013791312060943
dorothy_loudon,1933-09-17,F,,,64.0,4.0136813406684935
lady_chablis,1957-03-11,,,,40.0,4.0136813406684935
kathleen_marshall,1967-12-16,F,1.54,,28.0,4.013617336875348
ana_claudia_talancón,1980-05-01,F,1.63,,27.0,4.013404225612189
dossy_peabody,,F,,,,4.013216388027858
robert_vaughn,1932-11-22,M,1.753,,48.0,4.012750225271756
paola_turbay,1970-11-29,F,,,36.0,4.012692999510725
gina_bernard_forbes,,,,,,4.012692999510725
marcela_mar,1979-03-16,F,,,28.0,4.012692999510725
unax_ugalde,1978-11-27,M,,,28.0,4.012692999510725
rúbria_negrão,,,,,,4.012692999510725
angie_cepeda,1974-08-02,F,,,33.0,4.012692999510725
giovanna_mezzogiorno,1974-11-09,F,,,33.0,4.012692999510725
fernanda_montenegro,1929-10-16,F,,/m/062_25,78.0,4.012692999510725
alicia_borrachero,1968-02-14,F,,,39.0,4.012692999510725
bob_hastings,1925-04-18,M,,,68.0,4.012555811214768
holly_palance,1950-08-05,F,,,33.0,4.012493222490129
samuel_zarzosa,,,,,,4.012493222490129
ella_laboriel,,,,,,4.012493222490129
jean-louis_trintignant,1930-12-11,M,,/m/03ts0c,52.0,4.012493222490129
ewan_stewart,1957-08-08,M,,,40.0,4.012313933769159
gary_bullock,,M,1.93,,,4.012266781298081
gordon_pinsent,1930-07-12,M,,,71.0,4.012194425149551
hailey_noelle_johnson,1997-12-12,F,,,8.0,4.0120394863516555
timm_sharp,1978,M,,,28.0,4.0120394863516555
max_burkholder,1997-11-01,M,,,8.0,4.0120394863516555
troy_ruptash,,M,,,,4.0120394863516555
ever_carradine,1974-08-06,F,1.75,,5.0,4.011828198870455
emily_rios,1989-04-27,F,,/m/01g7zj,21.0,4.011780475584544
brandon_gill,1987-01-01,M,,,24.0,4.011780475584544
ana_ortiz,1971-01-25,F,1.638,/m/033tf_,40.0,4.011780475584544
trey_lindsey,,M,,,,4.011780475584544
michelle_ang,1983-10-17,F,,,27.0,4.011780475584544
zack_mines,,M,,/m/02ctzb,,4.011780475584544
lorenzo_pisoni,,M,,,,4.011780475584544
henri_lubatti,,M,,,,4.011780475584544
adrian_hough,,,,,,4.011630955141339
seth_smith,1982-09-30,M,,,15.0,4.0110463710951185
lenny_von_dohlen,1958-12-22,M,1.88,,38.0,4.0110463710951185
baxter_harris,,,,,,4.0110463710951185
rya_kihlstedt,1970-07-23,F,1.72,,27.0,4.0110463710951185
ellen_burstyn,1932-12-07,F,1.7,/m/033tf_,58.0,4.010905552132721
matt_holwick,,M,,,,4.010728129152432
don_champlin,,M,,,,4.010728129152432
roy_gaintner,1916,M,,,86.0,4.010728129152432
john_storey,,M,,,,4.010728129152432
jane_edith_wilson,1965,F,1.52,,37.0,4.010728129152432
jack_moore,,M,,,,4.010728129152432
matt_czuchry,1977-05-20,M,1.76,,25.0,4.010728129152432
charles_levin,1949-03-12,M,,,34.0,4.010649786536626
hurd_hatfield,1917-12-07,M,,,67.0,4.0102287066619935
gus_lynch,1967-08-25,M,,,35.0,4.010207900182944
john_beasley,1943-06-26,M,,,54.0,4.009657584315005
robert_blake,1933-09-18,M,1.63,/m/0xnvg,62.0,4.009626155549963
henry_woolf,1930-01-20,M,,/m/041rx,53.0,4.0096191697645045
anatoli_davydov,,M,,,,4.0096191697645045
michael_elphick,1946-09-19,M,,,37.0,4.0096191697645045
elsa_salamas,,,,,,4.0096191697645045
alexander_knox,1907-01-16,M,,,76.0,4.0096191697645045
lauri_törhönen,1947-08-16,M,,,36.0,4.0096191697645045
rikki_fulton,1924-04-15,M,,,59.0,4.0096191697645045
hoyt_axton,1938-03-25,M,,,46.0,4.009204522684966
hannah_marks,1993-04-13,F,1.6,,13.0,4.0091166361056185
brian_huskey,1968-09-08,M,1.8,,39.0,4.009109369010298
penny_santon,1916-09-02,,,,67.0,4.0090073017675145
scott_johnsen,,,,,,4.007751888446738
charles_goff,,M,,,,4.007751888446738
joe_m._chalmers,,M,,,,4.007751888446738
sheila_smith,,F,,,,4.007751888446738
michael_desautels,,M,,,,4.007751888446738
joel_michaely,,M,,,,4.007647967972379
danai_jekesai_gurira,,F,,,,4.007592873224669
billy_hartman,1957,M,,,,4.006810153133577
lou_jacobi,1913-12-28,M,,/m/041rx,80.0,4.006392903064232
juan_tapia,,,,,,4.006382281319967
carrie_crawford,,,,,,4.006382281319967
jay_butler,,,,,,4.006382281319967
samantha_thomson,,,,,,4.006382281319967
anand_upadhyaya,,,,,,4.006382281319967
chip_carruth,,,,,,4.006382281319967
david_sullivan,1977-04-29,M,,/m/02ctzb,27.0,4.006382281319967
john_carruth,,,,,,4.006382281319967
casey_gooden,,,,,,4.006382281319967
michael_daingerfield,,M,,,,4.006337188028004
becky_o'donohue,1980-07-13,F,,,30.0,4.006141513482859
brian_gattas,,M,,,,4.006141513482859
alexandra_williams,,F,,,,4.006141513482859
alden_ehrenreich,1989-11-22,M,,,20.0,4.006141513482859
julia_melim,1985-08-10,F,,,25.0,4.006141513482859
paul_greene,1974-06-02,M,,,36.0,4.006141513482859
nathalie_fay,,F,,,,4.006141513482859
caitlin_keats,1972-09-26,F,1.75,,37.0,4.006141513482859
lala_sloatman,1970-10-12,F,,,39.0,4.006141513482859
karissa_shannon,1989-10-02,F,,,20.0,4.006141513482859
nunzio_alfredo_'pupi'_d'angieri,,M,,,,4.006141513482859
laura_chiatti,1982-07-15,F,1.66,,28.0,4.006141513482859
kristina_shannon,1989-10-02,F,,,20.0,4.006141513482859
amanda_anka,1968-12-10,F,,,41.0,4.006141513482859
robert_schwartzman,1982-12-24,M,1.72,/m/0xnvg,27.0,4.006141513482859
rich_delia,,M,1.75,,,4.006141513482859
christopher_plummer,1929-12-13,M,1.778,/m/044038p,57.0,4.005496595899147
nat_faxon,,M,,,,4.005404514907484
steve_james,1952-02-19,M,,/m/0x67,33.0,4.005374401715688
aidan_mcardle,1970,M,,,34.0,4.005233073289086
parminder_nagra,1975-10-05,F,1.575,/m/03w9bjf,28.0,4.005233073289086
jennifer_higham,,F,,,,4.005233073289086
james_mackay,,M,,,,4.004747619868357
david_tocci,,M,,,,4.004747619868357
terry_kenwrick,,M,,,,4.004747619868357
trudy_hellier,,F,,,,4.004747619868357
lance_drisdale,,M,,,,4.004747619868357
emelia_burns,1982-02-18,F,,,28.0,4.004747619868357
libby_gott,,F,,,,4.004747619868357
carolyn_shakespeare-allen,,F,,,,4.004747619868357
bruce_gleeson,,M,,,,4.004747619868357
edwina_ritchard,,F,,,,4.004747619868357
wendy_melvoin,1964-01-26,F,,,28.0,4.004735502131207
michael_horse,1951-12-21,M,,,29.0,4.00441073425161
paul_guilfoyle,1949-04-28,M,1.727,,37.0,4.004316932236732
oliver_robins,1971,M,,,11.0,4.0043043546716985
ambyr_childers,1988-07-18,F,,,22.0,4.004282118371441
peter_francis_james,1956-09-16,M,,/m/0x67,52.0,4.004188844426419
jerome_ehlers,1958-12-20,M,1.9,,31.0,4.004090196773992
kid_rock,1971-01-17,M,1.829,/m/04tvpv,30.0,4.003665736705244
nicholas_j.m._cloutman,,,,,,4.003253933899665
lenka_vomocilova,,,,,,4.003253933899665
j._adams,,,,,,4.003253933899665
jessica_böhrs,1980-03-05,F,1.67,,23.0,4.003253933899665
nial_iskhakov,,,,,,4.003253933899665
jakki_degg,1978-02-20,F,1.6,/m/02w7gg,25.0,4.003253933899665
bruce_fulford,,,,,,4.003253933899665
molly_schade,,F,1.7,/m/02ctzb,,4.003253933899665
cathy_meils,,,,,,4.003253933899665
christopher_baird,,,,,,4.003253933899665
travis_wester,1977-10-08,M,,,26.0,4.003253933899665
don_harvey,,M,1.8,,,4.003139810406696
magali_amadei,1974-11-30,F,,/m/03ts0c,29.0,4.00242387435266
ana_cristina_oliveira,1973-07-24,F,1.75,,31.0,4.00242387435266
joey_diaz,1957,M,,/m/02ctzb,47.0,4.00242387435266
bryna_weiss,,F,,,,4.00242387435266
ingrid_vandebosch,1970-11-08,F,1.75,,33.0,4.00242387435266
rose_gregorio,1932,F,,,67.0,4.002085133905136
michael_mcelroy,1967,M,,,32.0,4.002085133905136
liane_alexandra_curtis,1965-07-11,F,1.65,,17.0,4.002042627844309
benjamin_hendrickson,1950-08-26,M,,,35.0,4.001633103837762
jenny_mcshane,,,,,,4.00152870859422
rich_komenich,,M,,,,4.00152870859422
yvonne_niami,,,,,,4.00152870859422
siân_phillips,1933-05-14,F,,/m/06gbnc,48.0,4.001396368869084
alex_wolff,1997-11-01,M,1.4,/m/041rx,14.0,4.001349891166034
kylie_bunbury,,F,,,,4.001349891166034
raw_leiba,,M,,,,4.001349891166034
joe_urban,,M,2.03,,,4.001349891166034
aija_terauda,,F,1.75,,,4.001349891166034
frederick_rolf,,,,,,4.001322286044938
jennifer_freeman,1985-10-20,F,1.7,/m/0x67,18.0,4.001158389841582
william_r._moses,1959-11-17,M,,,28.0,4.000918048199834
anne_de_salvo,1949-04-03,,,,32.0,4.000889003399547
jason_wells,,M,,,,4.000826465447043
gene_davis,,M,,,,4.0008097799901075
dale_ishimoto,1923-04-03,M,,,73.0,4.000791025692164
daming_chen,,M,,,,4.000791025692164
dave_annable,1979-09-15,M,1.753,,24.0,4.000378174043445
nina_dobrev,1989-01-09,F,1.67,/m/051wcch,20.0,4.000105853051593
michelle_burke,1970-11-30,F,1.65,,22.0,3.9999130234390337
norman_bennett,,M,,,,3.9998084305743142
tony_rohr,,M,,,,3.999663112855159
will_seltzer,,M,,,,3.999407374771132
jacqueline_lear,,,,,,3.999407374771132
james_caan,1940-03-26,M,1.76,/m/041rx,41.0,3.999281890210005
j._richey_nash,,,,,,3.999114315366758
rick_green,1953-11-04,M,,,52.0,3.999114315366758
monica_monica,,,,,,3.999114315366758
jim_bishop,,,,,,3.999114315366758
maria_kalinina,,,,,,3.999114315366758
billy_louviere,,M,,,,3.999114315366758
nicole_oppermann,,F,,,,3.999114315366758
rick_ravanello,1967-10-24,M,,,34.0,3.9989550315155604
harry_hamlin,1951-10-30,M,1.8,,29.0,3.9988990179861696
michael_beach,1963-10-30,M,1.75,/m/0x67,23.0,3.9988985204710694
bruce_payne,1958-11-22,M,1.848,,25.0,3.998306780925426
christine_willes,,F,,,,3.9981401972206747
aaron_cohen,1976-02-28,M,,,35.0,3.998011061748976
debby_lynn_ross,,F,,,,3.998011061748976
lluís_botella_pont,,M,,,,3.998011061748976
maximino_arciniega,,M,,,,3.998011061748976
julian_alcaraz,,M,,,,3.998011061748976
dennis_burkley,1945-09-10,M,1.9,,39.0,3.9977146704239424
richard_boes,,,,,,3.9976434738015523
laurence_olivier,1907-05-22,M,1.78,,73.0,3.997335658952865
irene_cara,1959-03-18,F,1.63,,25.0,3.9971141720152894
gerald_s._o'loughlin,1921-12-23,M,,,62.0,3.9971141720152894
jude_farese,,,,,,3.9971141720152894
george_maguire,1946-12-04,M,,,41.0,3.9969311507064784
tim_de_zarn,1952-07-11,M,,,47.0,3.996793737103029
marques_houston,1981-08-04,M,1.78,/m/0x67,22.0,3.996711096892271
donna_hanover,1950-02-13,F,,,35.0,3.996489044899977
linda_kozlowski,1958-01-07,F,,,28.0,3.9964364258833776
william_duell,1923-08-30,M,1.67,,64.0,3.9961055065512783
kyra_sedgwick,1965-08-19,F,1.65,/m/041rx,23.0,3.9960910222246118
tom_irwin,1956-06-01,M,,,37.0,3.9960527292164363
nada_despotovich,,,,,,3.995970993450398
elizabeth_arlen,,,,,,3.995970993450398
tracy_griffith,1965-10-19,F,,,24.0,3.995970993450398
hansford_rowe,1924-05-12,M,,,65.0,3.995970993450398
philip_abbott,1923-03-21,M,1.77,,67.0,3.995970993450398
julianna_guill,1987-07-07,F,,,21.0,3.9959075014779186
jimmy_smits,1955-07-09,M,1.91,/m/0gkxl2,31.0,3.995733229561649
gloria_dehaven,1925-07-23,F,,,71.0,3.9956635506735454
jeffrey_wright,1965-12-07,M,1.8,/m/0x67,30.0,3.9956607891639297
wanda_de_jesus,1958-08-26,F,1.62,,31.0,3.995230299321445
james_tolkan,1931-06-20,M,1.68,,51.0,3.995204125299307
craig_gellis,1975-08-15,M,,,31.0,3.9948231747174927
sara_mornell,,F,,,,3.994704215110089
dean_chekvala,,M,,,,3.994704215110089
gabriela_milla,,F,,,,3.994704215110089
joseph_wise,,M,,,,3.994704215110089
david_burrus,,M,,,,3.994704215110089
emilio_rivera,1961-02-24,M,1.8,/m/01g7zj,42.0,3.9940552331591204
bjørn_johnson,,M,,,,3.993461533587032
philippe_brenninkmeyer,1964-11-03,M,,/m/05l3g_,41.0,3.993461533587032
de'aundre_bonds,1976-03-19,M,,/m/0x67,19.0,3.992799596170046
lamont_bentley,1973-10-25,M,1.72,/m/0x67,21.0,3.992799596170046
rusty_cundieff,1960-12-13,M,,/m/0x67,34.0,3.992799596170046
rosalind_cash,1938-12-31,F,,/m/0x67,56.0,3.992799596170046
siobhan_flynn,,F,,,,3.992752846365768
james_parris,,M,,,,3.992650620754942
"oliver_\\""power\\""_grant",,M,,,,3.992650620754942
taral_hicks,1974-09-21,F,,/m/0x67,24.0,3.992650620754942
stan_drayton,,,,,,3.992650620754942
benjamin_chavis_muhammad,1948-01-22,M,,,50.0,3.992650620754942
hassan_johnson,1976-11-19,M,,/m/0x67,21.0,3.992650620754942
eric_keith_mcneil,,,,,,3.992650620754942
tionne_watkins,1970-04-26,F,1.57,/m/0x67,28.0,3.992650620754942
jay_black,1938-11-02,M,,,60.0,3.992650620754942
louie_rankin,,M,,,,3.992650620754942
richard_bremmer,1953-01-27,M,,,46.0,3.992595118664437
william_s._burroughs,1914-02-05,M,,,75.0,3.992556617046295
tom_peterson,1930,M,,,59.0,3.992556617046295
george_catalano,,,,,,3.992556617046295
stephen_rutledge,,,,,,3.992556617046295
beah_richards,1920-07-12,F,,/m/0x67,69.0,3.992556617046295
eric_hull,,,,,,3.992556617046295
steven_kampmann,1947-05-31,M,,,39.0,3.992458632889743
richard_coca,,M,,,,3.9919373632596344
rené_enríquez,1933-11-24,M,,,50.0,3.9918909966688894
shelley_thompson,1959-03-09,F,,,27.0,3.991806976249393
shari_weiser,,,,,,3.991806976249393
toby_froud,,M,,,,3.991806976249393
natalie_finland,,,,,,3.991806976249393
anthony_asbury,,M,,,,3.991806976249393
hugh_hefner,1926-04-09,M,1.75,,82.0,3.99171796217367
janet_eilber,,,,,,3.9916488183918983
thomas_carter,1953-07-17,M,,/m/0x67,27.0,3.9916488183918983
john_cassavetes,1929-12-09,M,1.7,,51.0,3.9916488183918983
kenneth_macmillan,1929-12-11,M,,,51.0,3.9916488183918983
richard_bradford,1937-11-10,M,,,47.0,3.99163252412525
sandrine_holt,1972-11-19,F,1.778,/m/017sq0,21.0,3.99162212750248
leah_cairns,1974-06-04,F,1.638,,32.0,3.991512047587252
victoria_tennant,1950-09-30,F,,/m/03ck8x1,56.0,3.991512047587252
kaj-erik_eriksen,1979-02-15,M,,,28.0,3.991512047587252
james_cameron,1954-08-16,M,1.87,/m/044038p,43.0,3.9914921228614326
melanie_wheeler,,,,,,3.991362267376306
dan_leegant,1928-12-31,M,,,61.0,3.991362267376306
mac_bennett,,,,,,3.991362267376306
charlie_lamb,,,,,,3.991362267376306
dean_duval,,M,,,,3.991358344582553
larry_romano,1963-07-31,M,,,26.0,3.991358344582553
mark_l._young,,M,,,,3.991213418257798
susie_abromeit,1982-11-15,F,,,25.0,3.991213418257798
jim_coleman,1961,M,,/m/0x67,38.0,3.991159115286388
doug_spinuzza,1967-01-21,M,,,32.0,3.991159115286388
kurt_smildsin,,M,,,,3.991159115286388
del_close,1934-03-09,M,,,52.0,3.9910614083044704
don_mckellar,1963-08-17,M,,/m/044038p,35.0,3.990676573087855
morgan_saylor,1994-10-26,F,,,14.0,3.989605639140182
jessica_carlson,,F,,,,3.989605639140182
leo_geter,,M,,,,3.989522205921679
herb_lovelle,,M,,,,3.989152191381779
timothy_stack,1956-11-21,M,1.93,,37.0,3.989065527402523
jane_greer,1924-09-09,F,1.65,,59.0,3.989018839544499
sela_ward,1956-07-11,F,1.71,,37.0,3.9888466919869714
michael_bardach,,,,,,3.988759381812585
gabriel_pimentel,,,,,,3.988759381812585
fred_stoller,1965-03-19,M,,,41.0,3.988759381812585
moneca_delain,1981-12-25,F,1.7,,24.0,3.988759381812585
linden_porco,1996-08-29,M,,,9.0,3.988759381812585
debra_monk,1949-02-27,F,,,44.0,3.9887548278046303
lynne_griffin,1952-09-17,F,1.66,,59.0,3.9886253204587994
claire_geare,,F,,,,3.9886253204587994
rachel_fox,1996-07-23,F,,,15.0,3.9886253204587994
mark_wilson,,M,,,,3.9886253204587994
neil_flynn,1960-11-13,M,1.96,,28.0,3.9882891145914736
demetri_martin,1973-05-25,M,1.78,,29.0,3.988075981723317
kanin_howell,,M,,,,3.987981735925379
casey_pieretti,1966-07-16,,,,40.0,3.987981735925379
stuart_lafferty,1987-10-01,M,,,19.0,3.987981735925379
jordan_garrett,1992-12-17,M,,,14.0,3.987981735925379
hector_atreyu_ruiz,,,,,,3.987981735925379
elizabeth_keener,1966-12-01,F,,,40.0,3.987981735925379
ben_kingsley,1943-12-31,M,1.73,/m/0dryh9k,38.0,3.987796772431451
dan_bakkedahl,1969-11-18,M,,,39.0,3.9870887946727462
paul_johansson,1964-01-26,M,1.867,,26.0,3.9870546688703237
michelle_nicastro,1960-03-31,F,,,29.0,3.9868325931344666
taylor_handley,1984-06-01,M,,,14.0,3.9866998627322845
rob_burns,1953-05-18,M,1.8,,53.0,3.9865040366720024
robert_crooks,,M,,,,3.9865040366720024
edward_hardwicke,1932-08-07,M,1.75,,61.0,3.9862923459441455
james_taylor,,M,,,,3.986240185599751
peter_byrne,1928-01-29,M,,,60.0,3.986240185599751
tony_martin,1955,M,,,33.0,3.986240185599751
philip_holder,,M,,,,3.986240185599751
tim_robertson,1944,M,,,44.0,3.986240185599751
reg_evans,1928-03-27,M,,,60.0,3.986240185599751
frank_holden,1952-12-18,M,,,35.0,3.986240185599751
james_condon,1923-09-27,M,,,65.0,3.986240185599751
mary_beth_hurt,1946-09-26,F,1.63,/m/02ctzb,35.0,3.9859226003078434
jane_hallaren,,,,,,3.9858585242821025
bernard_behrens,,M,,,,3.9858585242821025
grant_tilly,1937-12-12,M,,,45.0,3.9856124543121982
phillip_nicoll,,,,,,3.9855010725325486
robert_j._steinmiller_jr.,1978-07-29,M,,,15.0,3.9855010725325486
glenn_fitzgerald,1971-12-21,M,,,24.0,3.9854653325533373
patricia_charbonneau,1959-04-19,F,,,27.0,3.985230945731539
angell_conwell,1983-08-02,F,1.62,/m/0x67,17.0,3.9852105566739082
rachael_taylor,1984-07-11,F,1.727,,21.0,3.985024153054963
julia_taylor_ross,,F,,,,3.9849060781734837
haley_murphy,,F,,,,3.9849060781734837
kyle_howard,1978-04-13,M,,,20.0,3.984905199173504
mitch_pileggi,1952-04-05,M,1.854,,35.0,3.9848415827245742
robin_groves,,,,,,3.984746893931426
joe_wright,,,,,,3.984746893931426
kent_broadhurst,1940-02-04,M,,,44.0,3.984746893931426
megan_follows,1968-03-14,F,1.6,,16.0,3.984746893931426
court_miller,,,,,,3.9846854062838357
tony_munafo,,M,,,,3.9846854062838357
earl_billings,1945-07-04,M,,/m/0x67,51.0,3.984390174565121
laura_harris,1976-11-20,F,1.69,,20.0,3.9843603958433724
polly_cusumano,,,,,,3.9838810872878394
damian_lewis,1971-02-11,M,1.85,/m/02w7gg,33.0,3.9837436217647237
keili_lefkowitz,,,,,,3.9836133780469343
damien_dante_wayans,1980-04-29,M,,/m/0x67,22.0,3.9836133780469343
benita_ha,,F,,,,3.983571184030213
amber_borycki,1983-06-06,F,,,23.0,3.983571184030213
joe_lando,1961-12-09,M,1.803,,46.0,3.983047471039347
kimura_yoshino,1976-04-10,F,1.67,,32.0,3.983047471039347
jorge_molina,,M,,,,3.983047471039347
steven_taylor,,M,,,,3.9825142757280187
laura_regan,1977,F,1.79,,30.0,3.9825142757280187
james_d'arcy,1975-08-24,M,1.91,,28.0,3.982435059392728
jean-luc_bideau,1940-10-01,M,,,58.0,3.9818676263872708
irene_grazioli,,F,,,,3.9818676263872708
lui_zifeng,,,,,,3.9818676263872708
johannes_silberschneider,1958-12-13,M,,/m/019lrz,39.0,3.9818676263872708
anita_laurenzi,,F,,,,3.9818676263872708
christoph_koncz,,M,,,,3.9818676263872708
sylvia_chang,1953-07-22,F,,,45.0,3.9818676263872708
yvonna_kopacz,,F,,,,3.981837014566188
kieren_van_den_blink,1972-03-11,F,,,27.0,3.981837014566188
shishir_kurup,1961-11-02,M,,/m/04gfy7,37.0,3.981837014566188
samantha_goldstein,,F,,,,3.981837014566188
gail_strickland,1947-05-18,F,,,37.0,3.981533275785331
james_staley,1948-05-20,M,,,36.0,3.981533275785331
jill_ireland,1936-04-24,F,,,45.0,3.981471786248703
jason_wiles,1970-04-25,M,1.727,,39.0,3.9813422381061256
nancy_linehan_charles,1942-11-11,,,,66.0,3.9813422381061256
braeden_lemasters,1996-01-27,M,,,13.0,3.9813422381061256
marcuis_harris,,M,,,,3.9813422381061256
moon_bloodgood,1975-09-20,F,1.78,/m/05l3g_,29.0,3.9809978683529046
rupert_degas,1970-08-17,M,1.78,,34.0,3.9808987108393055
alan_ford,1935-03-14,M,,/m/02w7gg,69.0,3.9808987108393055
antonie_kamerling,1966-08-25,M,,,37.0,3.9808987108393055
patrick_o'kane,,,,,,3.9808987108393055
eddie_osei,,,,,,3.9808987108393055
remy_sweeney,,,,,,3.9808987108393055
robert_forster,1941-07-13,M,1.76,,44.0,3.9808919711330493
mike_moroff,,M,,,,3.980613706648652
vincent_pérez,1964-06-10,M,1.82,/m/03ttfc,32.0,3.980114989219927
tom_courtenay,1937-02-25,M,1.73,,50.0,3.9800821110299096
randy_gornel,,,,,,3.979930576514147
carol_ann_williams,,F,,,,3.979930576514147
noah_hathaway,1971-11-13,M,1.73,,12.0,3.9797471228217622
david_francis,,M,,,,3.979721181723272
steve_godin,,M,,,,3.979721181723272
justin_bradley,1985-09-08,M,,,25.0,3.979721181723272
rhiannon_moller-trotter,1989-08-28,F,,,21.0,3.979721181723272
jonathan_dubsky,,M,,,,3.979721181723272
karl_graboshas,,M,,,,3.979721181723272
sean_pertwee,1964-06-04,M,1.829,,33.0,3.979705050970443
lynn_lowry,1947-10-15,F,,,34.0,3.9796653463953695
ron_diamond,,M,,,,3.9796653463953695
josh_braaten,1977-06-25,M,1.93,,30.0,3.9794332171834728
jay_phillips,,,,,,3.9794332171834728
peter_cornell,1976-06-01,M,,,31.0,3.9794332171834728
jim_turner,1952,M,,,44.0,3.9790514406378996
kevin_chapman,,M,,,,3.979049698553851
rishi_bhat,1984,M,,,11.0,3.9787913139684843
nick_kokich,,M,,,,3.978728799892733
jamel_debbouze,1975-06-18,M,1.65,/m/0cc5y74,25.0,3.978552592792257
ed_l._grady,,M,,,,3.97844175168306
nathalie_richard,1963-01-06,F,,/m/03ts0c,47.0,3.978343730645612
